 MZ00083	2
 MZ00087	2
 MZ00089	2
 MZ00101	12
 MZ00103	1
 MZ00105	24
 MZ00106	24
 MZ00107	67
 MZ00108	3
 MZ00109	65
 MZ00110	201
 MZ00111	126
 MZ00112	2
 MZ00113	7
 MZ00114	7
 MZ00115	15
 MZ00116	1
 MZ00117	3
 MZ00118	2
 MZ00119	13
 MZ00120	9
 MZ00121	112
 MZ00122	35
 MZ00123	11
 MZ00124	5
 MZ00125	6
 MZ00126	11
 MZ00127	6
 MZ00128	16
 MZ00129	4
 MZ00131	3
 MZ00132	5
 MZ00133	30
 MZ00134	8
 MZ00135	17
 MZ00136	50
 MZ00137	146
 MZ00138	72
 MZ00139	14
 MZ00141	8
 MZ00142	4
 MZ00143	43
 MZ00144	3
 MZ00145	6
 MZ00148	135
 MZ00149	871
 MZ00150	3
 MZ00151	2
 MZ00153	5
 MZ00154	25
 MZ00155	29
 MZ00156	2
 MZ00157	5
 MZ00158	22
 MZ00159	12
 MZ00160	11
 MZ00161	146
 MZ00162	9
 MZ00163	14
 MZ00164	3
 MZ00165	7
 MZ00166	19
 MZ00167	39
 MZ00168	5
 MZ00169	9
 MZ00170	5
 MZ00171	13
 MZ00172	20
 MZ00173	27
 MZ00174	3
 MZ00175	18
 MZ00176	89
 MZ00177	390
 MZ00178	6
 MZ00179	5
 MZ00180	4
 MZ00181	3
 MZ00182	21
 MZ00183	34
 MZ00184	7
 MZ00185	1
 MZ00186	8
 MZ00187	9
 MZ00188	12
 MZ00189	60
 MZ00190	12
 MZ00191	16
 MZ00192	5
 MZ00193	5
 MZ00194	8
 MZ00195	8
 MZ00196	1
 MZ00197	3
 MZ00198	25
 MZ00199	43
 MZ00200	92
 MZ00201	25
 MZ00202	43
 MZ00203	105
 MZ00204	192
 MZ00205	247
 MZ00206	40
 MZ00207	17
 MZ00208	131
 MZ00209	51
 MZ00210	81
 MZ00211	43
 MZ00212	83
 MZ00213	16
 MZ00214	59
 MZ00215	29
 MZ00216	47
 MZ00217	255
 MZ00218	13
 MZ00219	104
 MZ00220	9
 MZ00221	215
 MZ00222	52
 MZ00223	347
 MZ00224	14
 MZ00225	78
 MZ00226	99
 MZ00227	257
 MZ00228	183
 MZ00229	94
 MZ00230	73
 MZ00231	22
 MZ00232	83
 MZ00233	10
 MZ00234	143
 MZ00235	313
 MZ00236	65
 MZ00237	20
 MZ00238	42
 MZ00239	140
 MZ00240	108
 MZ00241	41
 MZ00242	68
 MZ00243	22
 MZ00244	160
 MZ00245	11
 MZ00246	73
 MZ00247	37
 MZ00248	20
 MZ00249	48
 MZ00250	646
 MZ00251	1827
 MZ00252	452
 MZ00253	1452
 MZ00254	173
 MZ00255	971
 MZ00256	762
 MZ00257	762
 MZ00258	466
 MZ00259	327
 MZ00260	446
 MZ00261	531
 MZ00262	409
 MZ00263	973
 MZ00264	236
 MZ00265	863
 MZ00266	170
 MZ00267	2043
 MZ00268	199
 MZ00269	1559
 MZ00270	265
 MZ00271	1451
 MZ00272	825
 MZ00273	553
 MZ00274	406
 MZ00275	683
 MZ00276	740
 MZ00277	1053
 MZ00278	376
 MZ00279	1374
 MZ00280	547
 MZ00281	1669
 MZ00282	549
 MZ00283	1135
 MZ00284	573
 MZ00285	1135
 MZ00286	712
 MZ00287	438
 MZ00288	1653
 MZ00289	381
 MZ00290	833
 MZ00291	769
 MZ00292	350
 MZ00293	2367
 MZ00294	945
 MZ00295	1623
 MZ00296	366
 MZ00297	966
 MZ00298	193
 MZ00299	840
 MZ00300	4735
 MZ00301	4601
 MZ00302	5667
 MZ00303	2868
 MZ00304	8390
 MZ00305	1214
 MZ00306	4299
 MZ00307	3710
 MZ00308	5611
 MZ00309	3154
 MZ00310	4275
 MZ00311	4309
 MZ00312	5743
 MZ00313	2834
 MZ00314	3558
 MZ00315	3653
 MZ00316	6089
 MZ00317	2554
 MZ00318	4231
 MZ00319	1812
 MZ00320	4270
 MZ00321	2582
 MZ00322	3441
 MZ00323	4103
 MZ00324	5088
 MZ00325	6300
 MZ00326	4741
 MZ00327	7998
 MZ00328	4748
 MZ00329	5489
 MZ00330	4640
 MZ00331	2668
 MZ00332	5753
 MZ00333	2332
 MZ00334	4310
 MZ00335	3550
 MZ00336	3318
 MZ00337	3518
 MZ00338	2965
 MZ00339	3042
 MZ00340	5332
 MZ00341	5306
 MZ00342	4040
 MZ00343	4575
 MZ00344	3796
 MZ00345	3905
 MZ00346	2398
 MZ00347	3073
 MZ00348	2914
 MZ00349	2835
 MZ00350	5657
 MZ00351	7769
 MZ00352	6492
 MZ00353	6515
 MZ00354	4549
 MZ00355	6496
 MZ00356	6130
 MZ00357	9013
 MZ00358	6985
 MZ00359	9673
 MZ00360	6762
 MZ00361	6814
 MZ00362	8861
 MZ00363	6657
 MZ00364	5389
 MZ00365	6779
 MZ00366	7962
 MZ00367	7458
 MZ00368	6015
 MZ00369	7060
 MZ00370	6615
 MZ00371	13549
 MZ00372	11071
 MZ00373	12449
 MZ00374	8673
 MZ00375	19539
 MZ00376	16849
 MZ00377	14093
 MZ00378	13698
 MZ00379	17205
 MZ00380	17213
 MZ00381	19569
 MZ00382	16733
 MZ00383	18779
 MZ00384	22227
 MZ00385	19845
 MZ00386	19912
 MZ00387	25085
 MZ00388	23133
 MZ00389	17831
 MZ00390	17803
 MZ00391	24524
 MZ00392	16165
 MZ00393	17712
 MZ00394	17485
 MZ00395	21457
 MZ00396	20103
 MZ00397	22268
 MZ00398	18094
 MZ00399	19398
 MZ00400	32321
 MZ00401	62570
 MZ00402	34110
 MZ00403	35765
 MZ00404	42398
 MZ00405	40115
 MZ00406	34907
 MZ00407	35468
 MZ00408	43357
 MZ00409	39565
 MZ00410	27490
 MZ00411	29867
 MZ00412	31968
 MZ00413	37325
 MZ00414	31440
 MZ00415	40253
 MZ00416	40485
 MZ00417	31988
 MZ00418	30934
 MZ00419	41774
 MZ00420	34214
 MZ00421	44234
 MZ00422	27765
 MZ00423	42333
 MZ00424	30559
 MZ00425	36318
 MZ00426	27078
 MZ00427	36174
 MZ00428	27447
 MZ00429	86320
 MZ00430	31768
 MZ00431	32138
 MZ00432	43377
 MZ00433	37199
 MZ00434	40812
 MZ00435	40284
 MZ00436	56983
 MZ00437	36993
 MZ00438	33946
 MZ00439	31762
 MZ00440	32680
 MZ00441	35200
 MZ00442	28743
 MZ00443	20992
 MZ00444	32130
 MZ00445	131966
 MZ00446	31342
 MZ00447	38982
 MZ00448	28795
 MZ00449	38894
 MZ00450	40010
 MZ00451	43386
 MZ00452	36205
 MZ00453	45257
 MZ00454	36197
 MZ00455	32414
 MZ00456	33638
 MZ00457	41610
 MZ00458	43783
 MZ00459	47534
 MZ00460	33098
 MZ00461	45515
 MZ00462	83568
 MZ00463	38578
 MZ00464	44157
 MZ00465	38753
 MZ00466	35259
 MZ00467	45268
 MZ00468	31469
 MZ00469	35417
 MZ00470	38291
 MZ00471	40686
 MZ00472	45187
 MZ00473	48323
 MZ00474	43939
 MZ00475	41927
 MZ00476	52379
 MZ00477	42909
 MZ00478	38325
 MZ00479	42849
 MZ00480	47340
 MZ00481	44902
 MZ00482	37210
 MZ00483	40496
 MZ00484	35392
 MZ00485	38030
 MZ00486	39668
 MZ00487	49310
 MZ00488	52722
 MZ00489	49971
 MZ00490	41497
 MZ00491	44875
 MZ00492	43044
 MZ00493	44590
 MZ00494	48922
 MZ00495	48709
 MZ00496	44149
 MZ00497	44589
 MZ00498	41718
 MZ00499	39299
 MZ00500	46544
 MZ00501	48265
 MZ00502	43216
 MZ00503	48013
 MZ00504	43685
 MZ00505	42401
 MZ00506	42891
 MZ00507	47867
 MZ00508	47969
 MZ00509	48012
 MZ00510	45869
 MZ00511	49333
 MZ00512	41386
 MZ00513	44176
 MZ00514	43923
 MZ00515	47217
 MZ00516	52805
 MZ00517	43831
 MZ00518	54560
 MZ00519	71852
 MZ00520	52409
 MZ00521	58641
 MZ00522	81743
 MZ00523	77733
 MZ00524	50475
 MZ00525	45750
 MZ00526	42431
 MZ00527	40473
 MZ00528	40634
 MZ00529	42171
 MZ00530	47622
 MZ00531	45602
 MZ00532	44927
 MZ00533	50975
 MZ00534	37316
 MZ00535	48033
 MZ00536	99662
 MZ00537	47037
 MZ00538	56463
 MZ00539	47472
 MZ00540	46700
 MZ00541	49506
 MZ00542	42205
 MZ00543	44840
 MZ00544	48152
 MZ00545	48874
 MZ00546	48002
 MZ00547	50168
 MZ00548	44133
 MZ00549	47665
 MZ00550	63471
 MZ00551	44868
 MZ00552	47366
 MZ00553	50639
 MZ00554	50061
 MZ00555	55246
 MZ00556	44305
 MZ00557	50497
 MZ00558	49861
 MZ00559	55678
 MZ00560	56191
 MZ00561	48108
 MZ00562	43762
 MZ00563	52095
 MZ00564	55828
 MZ00565	48426
 MZ00566	52241
 MZ00567	53055
 MZ00568	51574
 MZ00569	46281
 MZ00570	45893
 MZ00571	48117
 MZ00572	47949
 MZ00573	51335
 MZ00574	48249
 MZ00575	56208
 MZ00576	50951
 MZ00577	54120
 MZ00578	49985
 MZ00579	51173
 MZ00580	46283
 MZ00581	56508
 MZ00582	50980
 MZ00583	45515
 MZ00584	44945
 MZ00585	49795
 MZ00586	49405
 MZ00587	48687
 MZ00588	48909
 MZ00589	47437
 MZ00590	50229
 MZ00591	41497
 MZ00592	53477
 MZ00593	49387
 MZ00594	49096
 MZ00595	54405
 MZ00596	51588
 MZ00597	47551
 MZ00598	45845
 MZ00599	56950
 MZ00600	46404
 MZ00601	51190
 MZ00602	48893
 MZ00603	48719
 MZ00604	48107
 MZ00605	45366
 MZ00606	50641
 MZ00607	51290
 MZ00608	53469
 MZ00609	57518
 MZ00610	91388
 MZ00611	64164
 MZ00612	53121
 MZ00613	51099
 MZ00614	45930
 MZ00615	49467
 MZ00616	51233
 MZ00617	47335
 MZ00618	44991
 MZ00619	47053
 MZ00620	48972
 MZ00621	47385
 MZ00622	45340
 MZ00623	45517
 MZ00624	42083
 MZ00625	54511
 MZ00626	48156
 MZ00627	44785
 MZ00628	45829
 MZ00629	47016
 MZ00630	43583
 MZ00631	53968
 MZ00632	42205
 MZ00633	45889
 MZ00634	50190
 MZ00635	44128
 MZ00636	43944
 MZ00637	58343
 MZ00638	48918
 MZ00639	47155
 MZ00640	45380
 MZ00641	41854
 MZ00642	45931
 MZ00643	47776
 MZ00644	53324
 MZ00645	48797
 MZ00646	40554
 MZ00647	47747
 MZ00648	43235
 MZ00649	43138
 MZ00650	42285
 MZ00651	52377
 MZ00652	67836
 MZ00653	44916
 MZ00654	46189
 MZ00655	43836
 MZ00656	46019
 MZ00657	54765
 MZ00658	46546
 MZ00659	46434
 MZ00660	46573
 MZ00661	43976
 MZ00662	42696
 MZ00663	39930
 MZ00664	44340
 MZ00665	42288
 MZ00666	49584
 MZ00667	42107
 MZ00668	43291
 MZ00669	44107
 MZ00670	44820
 MZ00671	42997
 MZ00672	48417
 MZ00673	50602
 MZ00674	54924
 MZ00675	41646
 MZ00676	42311
 MZ00677	43248
 MZ00678	40603
 MZ00679	45326
 MZ00680	44273
 MZ00681	43591
 MZ00682	42070
 MZ00683	46601
 MZ00684	46822
 MZ00685	39497
 MZ00686	51419
 MZ00687	40423
 MZ00688	38538
 MZ00689	36862
 MZ00690	38637
 MZ00691	39914
 MZ00692	40942
 MZ00693	38331
 MZ00694	42592
 MZ00695	42094
 MZ00696	46044
 MZ00697	40548
 MZ00698	37782
 MZ00699	39047
 MZ00700	43547
 MZ00701	43526
 MZ00702	46975
 MZ00703	41194
 MZ00704	43417
 MZ00705	36977
 MZ00706	40341
 MZ00707	35847
 MZ00708	42295
 MZ00709	39883
 MZ00710	42282
 MZ00711	36456
 MZ00712	35895
 MZ00713	38952
 MZ00714	38618
 MZ00715	38775
 MZ00716	37425
 MZ00717	39905
 MZ00718	37351
 MZ00719	34166
 MZ00720	37465
 MZ00721	38899
 MZ00722	38893
 MZ00723	40367
 MZ00724	37723
 MZ00725	35198
 MZ00726	33223
 MZ00727	33977
 MZ00728	35690
 MZ00729	45246
 MZ00730	42811
 MZ00731	38263
 MZ00732	33860
 MZ00733	34772
 MZ00734	33845
 MZ00735	35464
 MZ00736	30181
 MZ00737	39822
 MZ00738	48277
 MZ00739	33850
 MZ00740	40798
 MZ00741	32090
 MZ00742	36126
 MZ00743	37037
 MZ00744	40574
 MZ00745	34550
 MZ00746	32637
 MZ00747	36563
 MZ00748	34265
 MZ00749	31361
 MZ00750	32267
 MZ00751	30428
 MZ00752	32565
 MZ00753	31534
 MZ00754	33485
 MZ00755	33710
